cell,cell_ontology_class,subtissue,mouse.sex,mouse.id,plate.barcode
M11.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
M11.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
M11.MAA000940.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000940
M11.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
M11.MAA000942.3_8_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_8_M,MAA000942
M11.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
M11.MAA001854.3_38_F.1.1,neuron,Cerebellum,F,3_38_F,MAA001854
M11.MAA001894.3_39_F.1.1,endothelial cell,Cortex,F,3_39_F,MAA001894
M12.B003277.3_39_F.1.1,oligodendrocyte,Hippocampus,F,3_39_F,B003277
M12.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
M12.MAA000561.3_10_M.1.1,neuron,Cortex,M,3_10_M,MAA000561
M12.MAA000581.3_10_M.1.1,brain pericyte,Cerebellum,M,3_10_M,MAA000581
M12.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
M12.MAA000940.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000940
M12.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
M12.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
M13.B003728.3_56_F.1.1,astrocyte,Striatum,F,3_56_F,B003728
M13.MAA000550.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000550
M13.MAA000563.3_10_M.1.1,astrocyte,Hippocampus,M,3_10_M,MAA000563
M13.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
M13.MAA000638.3_9_M.1.1,neuron,Cerebellum,M,3_9_M,MAA000638
M13.MAA000641.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000641
M13.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
M13.MAA000940.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000940
M13.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
M13.MAA001856.3_39_F.1.1,oligodendrocyte precursor cell,Cerebellum,F,3_39_F,MAA001856
M14.MAA000561.3_10_M.1.1,brain pericyte,Cortex,M,3_10_M,MAA000561
M14.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
M14.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
M14.MAA000615.3_10_M.1.1,neuron,Striatum,M,3_10_M,MAA000615
M14.MAA000902.3_11_M.1.1,oligodendrocyte,Striatum,M,3_11_M,MAA000902
M14.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
M14.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
M14.MAA000941.3_8_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_8_M,MAA000941
M14.MAA000942.3_8_M.1.1,endothelial cell,Striatum,M,3_8_M,MAA000942
M14.MAA001894.3_39_F.1.1,astrocyte,Cortex,F,3_39_F,MAA001894
M15.B003728.3_56_F.1.1,oligodendrocyte,Striatum,F,3_56_F,B003728
M15.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
M15.MAA000561.3_10_M.1.1,brain pericyte,Cortex,M,3_10_M,MAA000561
M15.MAA000638.3_9_M.1.1,neuron,Cerebellum,M,3_9_M,MAA000638
M15.MAA000902.3_11_M.1.1,oligodendrocyte,Striatum,M,3_11_M,MAA000902
M15.MAA000923.3_9_M.1.1,astrocyte,Hippocampus,M,3_9_M,MAA000923
M15.MAA000926.3_9_M.1.1,neuron,Cortex,M,3_9_M,MAA000926
M15.MAA000940.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000940
M15.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
M15.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
M16.B003728.3_56_F.1.1,oligodendrocyte,Striatum,F,3_56_F,B003728
M16.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
M16.MAA000561.3_10_M.1.1,endothelial cell,Cortex,M,3_10_M,MAA000561
M16.MAA000564.3_10_M.1.1,endothelial cell,Striatum,M,3_10_M,MAA000564
M16.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
M16.MAA000925.3_9_M.1.1,astrocyte,Striatum,M,3_9_M,MAA000925
M16.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
M16.MAA000932.3_11_M.1.1,astrocyte,Hippocampus,M,3_11_M,MAA000932
M16.MAA000935.3_8_M.1.1,neuron,Hippocampus,M,3_8_M,MAA000935
M16.MAA000941.3_8_M.1.1,endothelial cell,Hippocampus,M,3_8_M,MAA000941
M16.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
M16.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
M17.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
M17.MAA000564.3_10_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_10_M,MAA000564
M17.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
M17.MAA000926.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000926
M17.MAA000940.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000940
M17.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
M17.MAA000947.3_9_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_9_M,MAA000947
M17.MAA001894.3_39_F.1.1,neuron,Cortex,F,3_39_F,MAA001894
M18.B003277.3_39_F.1.1,oligodendrocyte,Hippocampus,F,3_39_F,B003277
M18.B003728.3_56_F.1.1,oligodendrocyte,Striatum,F,3_56_F,B003728
M18.MAA000424.3_11_M.1.1,endothelial cell,Cerebellum,M,3_11_M,MAA000424
M18.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
M18.MAA000581.3_10_M.1.1,neuron,Cerebellum,M,3_10_M,MAA000581
M18.MAA000902.3_11_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_11_M,MAA000902
M18.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
M18.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925
M18.MAA000926.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000926
M18.MAA000940.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000940
M18.MAA001894.3_39_F.1.1,endothelial cell,Cortex,F,3_39_F,MAA001894
M19.B001688.3_38_F.1.1,oligodendrocyte,Hippocampus,F,3_38_F,B001688
M19.B003277.3_39_F.1.1,oligodendrocyte precursor cell,Hippocampus,F,3_39_F,B003277
M19.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
M19.MAA000561.3_10_M.1.1,neuron,Cortex,M,3_10_M,MAA000561
M19.MAA000578.3_10_M.1.1,oligodendrocyte,Cerebellum,M,3_10_M,MAA000578
M19.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
M19.MAA000638.3_9_M.1.1,neuron,Cerebellum,M,3_9_M,MAA000638
M19.MAA000641.3_9_M.1.1,neuron,Cerebellum,M,3_9_M,MAA000641
M19.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925
M19.MAA000932.3_11_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_11_M,MAA000932
M19.MAA000941.3_8_M.1.1,endothelial cell,Hippocampus,M,3_8_M,MAA000941
M19.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
M19.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
M2.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
M2.MAA000902.3_11_M.1.1,oligodendrocyte,Striatum,M,3_11_M,MAA000902
M2.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
M2.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
M2.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
M2.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
M2.MAA001894.3_39_F.1.1,astrocyte,Cortex,F,3_39_F,MAA001894
M20.MAA000553.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000553
M20.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
M20.MAA000561.3_10_M.1.1,neuron,Cortex,M,3_10_M,MAA000561
M20.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
M20.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
M20.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925
M20.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
M20.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
M20.MAA000940.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000940
M20.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
M20.MAA001894.3_39_F.1.1,astrocyte,Cortex,F,3_39_F,MAA001894
M21.B000404.3_56_F.1.1,oligodendrocyte,Cerebellum,F,3_56_F,B000404
M21.B000621.3_56_F.1.1,oligodendrocyte,Hippocampus,F,3_56_F,B000621
M21.B003728.3_56_F.1.1,oligodendrocyte,Striatum,F,3_56_F,B003728
M21.MAA000424.3_11_M.1.1,brain pericyte,Cerebellum,M,3_11_M,MAA000424
M21.MAA000550.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000550
M21.MAA000553.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000553
M21.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
M21.MAA000561.3_10_M.1.1,endothelial cell,Cortex,M,3_10_M,MAA000561
M21.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
M21.MAA000581.3_10_M.1.1,neuron,Cerebellum,M,3_10_M,MAA000581
M21.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925
M21.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
M21.MAA000930.3_8_M.1.1,oligodendrocyte precursor cell,Cortex,M,3_8_M,MAA000930
M21.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
M21.MAA001894.3_39_F.1.1,brain pericyte,Cortex,F,3_39_F,MAA001894
M22.B003728.3_56_F.1.1,oligodendrocyte,Striatum,F,3_56_F,B003728
M22.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
M22.MAA000561.3_10_M.1.1,brain pericyte,Cortex,M,3_10_M,MAA000561
M22.MAA000638.3_9_M.1.1,neuron,Cerebellum,M,3_9_M,MAA000638
M22.MAA000926.3_9_M.1.1,brain pericyte,Cortex,M,3_9_M,MAA000926
M22.MAA000930.3_8_M.1.1,endothelial cell,Cortex,M,3_8_M,MAA000930
M22.MAA000947.3_9_M.1.1,endothelial cell,Hippocampus,M,3_9_M,MAA000947
M3.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
M3.MAA000564.3_10_M.1.1,brain pericyte,Striatum,M,3_10_M,MAA000564
M3.MAA000581.3_10_M.1.1,oligodendrocyte,Cerebellum,M,3_10_M,MAA000581
M3.MAA000641.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000641
M3.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
M3.MAA000932.3_11_M.1.1,brain pericyte,Hippocampus,M,3_11_M,MAA000932
M3.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
M4.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
M4.MAA000564.3_10_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_10_M,MAA000564
M4.MAA000581.3_10_M.1.1,oligodendrocyte,Cerebellum,M,3_10_M,MAA000581
M4.MAA000615.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000615
M4.MAA000926.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000926
M4.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
M4.MAA000935.3_8_M.1.1,astrocyte,Hippocampus,M,3_8_M,MAA000935
M4.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
M4.MAA000947.3_9_M.1.1,brain pericyte,Hippocampus,M,3_9_M,MAA000947
M4.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
M5.MAA000560.3_10_M.1.1,oligodendrocyte precursor cell,Cortex,M,3_10_M,MAA000560
M5.MAA000564.3_10_M.1.1,endothelial cell,Striatum,M,3_10_M,MAA000564
M5.MAA000641.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000641
M5.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
M5.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
M5.MAA000935.3_8_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_8_M,MAA000935
M6.B003274.3_38_F.1.1,oligodendrocyte,Striatum,F,3_38_F,B003274
M6.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
M6.MAA000563.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000563
M6.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
M6.MAA000615.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000615
M6.MAA000902.3_11_M.1.1,oligodendrocyte precursor cell,Striatum,M,3_11_M,MAA000902
M6.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
M6.MAA000932.3_11_M.1.1,brain pericyte,Hippocampus,M,3_11_M,MAA000932
M6.MAA000940.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000940
M6.MAA000942.3_8_M.1.1,astrocyte,Striatum,M,3_8_M,MAA000942
M6.MAA001894.3_39_F.1.1,endothelial cell,Cortex,F,3_39_F,MAA001894
M7.MAA000563.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000563
M7.MAA000564.3_10_M.1.1,astrocyte,Striatum,M,3_10_M,MAA000564
M7.MAA000578.3_10_M.1.1,Bergmann glial cell,Cerebellum,M,3_10_M,MAA000578
M7.MAA000615.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000615
M7.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
M7.MAA000928.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000928
M7.MAA000932.3_11_M.1.1,brain pericyte,Hippocampus,M,3_11_M,MAA000932
M7.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
M8.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
M8.MAA000564.3_10_M.1.1,astrocyte,Striatum,M,3_10_M,MAA000564
M8.MAA000615.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000615
M8.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
M8.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
M8.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
M8.MAA000940.3_8_M.1.1,astrocyte,Striatum,M,3_8_M,MAA000940
M8.MAA000942.3_8_M.1.1,neuron,Striatum,M,3_8_M,MAA000942
M9.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
M9.MAA000902.3_11_M.1.1,oligodendrocyte,Striatum,M,3_11_M,MAA000902
M9.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
M9.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
M9.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
M9.MAA000941.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000941
M9.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
N1.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
N1.MAA000581.3_10_M.1.1,oligodendrocyte,Cerebellum,M,3_10_M,MAA000581
N1.MAA000641.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000641
N1.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
N1.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
N1.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
N1.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
N10.B001688.3_38_F.1.1,astrocyte,Hippocampus,F,3_38_F,B001688
N10.MAA000553.3_10_M.1.1,endothelial cell,Hippocampus,M,3_10_M,MAA000553
N10.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
N10.MAA000581.3_10_M.1.1,brain pericyte,Cerebellum,M,3_10_M,MAA000581
N10.MAA000638.3_9_M.1.1,neuron,Cerebellum,M,3_9_M,MAA000638
N10.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
N10.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
N11.B000404.3_56_F.1.1,oligodendrocyte,Cerebellum,F,3_56_F,B000404
N11.MAA000550.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000550
N11.MAA000553.3_10_M.1.1,endothelial cell,Hippocampus,M,3_10_M,MAA000553
N11.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
N11.MAA000564.3_10_M.1.1,endothelial cell,Striatum,M,3_10_M,MAA000564
N11.MAA000578.3_10_M.1.1,neuron,Cerebellum,M,3_10_M,MAA000578
N11.MAA000923.3_9_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_9_M,MAA000923
N11.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
N11.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
N11.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
N11.MAA001856.3_39_F.1.1,oligodendrocyte,Cerebellum,F,3_39_F,MAA001856
N12.B001688.3_38_F.1.1,oligodendrocyte,Hippocampus,F,3_38_F,B001688
N12.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
N12.MAA000561.3_10_M.1.1,endothelial cell,Cortex,M,3_10_M,MAA000561
N12.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
N12.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
N12.MAA000928.3_9_M.1.1,Bergmann glial cell,Cerebellum,M,3_9_M,MAA000928
N12.MAA000932.3_11_M.1.1,oligodendrocyte,Hippocampus,M,3_11_M,MAA000932
N12.MAA000935.3_8_M.1.1,astrocyte,Hippocampus,M,3_8_M,MAA000935
N12.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
N13.B003728.3_56_F.1.1,astrocyte,Striatum,F,3_56_F,B003728
N13.MAA000550.3_10_M.1.1,astrocyte,Hippocampus,M,3_10_M,MAA000550
N13.MAA000553.3_10_M.1.1,brain pericyte,Hippocampus,M,3_10_M,MAA000553
N13.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
N13.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
N13.MAA000615.3_10_M.1.1,brain pericyte,Striatum,M,3_10_M,MAA000615
N13.MAA000925.3_9_M.1.1,astrocyte,Striatum,M,3_9_M,MAA000925
N13.MAA000926.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000926
N13.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
N13.MAA000941.3_8_M.1.1,endothelial cell,Hippocampus,M,3_8_M,MAA000941
N13.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
N13.MAA000947.3_9_M.1.1,astrocyte,Hippocampus,M,3_9_M,MAA000947
N14.MAA000560.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000560
N14.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
N14.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925
N14.MAA000926.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000926
N14.MAA000928.3_9_M.1.1,neuron,Cerebellum,M,3_9_M,MAA000928
N14.MAA000930.3_8_M.1.1,oligodendrocyte,Cortex,M,3_8_M,MAA000930
N14.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
N14.MAA001856.3_39_F.1.1,oligodendrocyte precursor cell,Cerebellum,F,3_39_F,MAA001856
N14.MAA001894.3_39_F.1.1,astrocyte,Cortex,F,3_39_F,MAA001894
N15.B003728.3_56_F.1.1,oligodendrocyte,Striatum,F,3_56_F,B003728
N15.MAA000553.3_10_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_10_M,MAA000553
N15.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
N15.MAA000578.3_10_M.1.1,oligodendrocyte,Cerebellum,M,3_10_M,MAA000578
N15.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
N15.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
N15.MAA000928.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000928
N15.MAA000935.3_8_M.1.1,astrocyte,Hippocampus,M,3_8_M,MAA000935
N15.MAA000940.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000940
N15.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
N15.MAA000944.3_9_M.1.1,astrocyte,Cortex,M,3_9_M,MAA000944
N15.MAA000947.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000947
N16.MAA000564.3_10_M.1.1,oligodendrocyte,Striatum,M,3_10_M,MAA000564
N16.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
N16.MAA000641.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000641
N16.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
N16.MAA000925.3_9_M.1.1,oligodendrocyte,Striatum,M,3_9_M,MAA000925
N16.MAA000926.3_9_M.1.1,endothelial cell,Cortex,M,3_9_M,MAA000926
N16.MAA000941.3_8_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_8_M,MAA000941
N17.B003277.3_39_F.1.1,oligodendrocyte,Hippocampus,F,3_39_F,B003277
N17.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
N17.MAA000564.3_10_M.1.1,brain pericyte,Striatum,M,3_10_M,MAA000564
N17.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
N17.MAA000925.3_9_M.1.1,astrocyte,Striatum,M,3_9_M,MAA000925
N17.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
N18.B003277.3_39_F.1.1,oligodendrocyte,Hippocampus,F,3_39_F,B003277
N18.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
N18.MAA000561.3_10_M.1.1,oligodendrocyte,Cortex,M,3_10_M,MAA000561
N18.MAA000564.3_10_M.1.1,endothelial cell,Striatum,M,3_10_M,MAA000564
N18.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
N18.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
N18.MAA000926.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000926
N18.MAA000928.3_9_M.1.1,endothelial cell,Cerebellum,M,3_9_M,MAA000928
N18.MAA000942.3_8_M.1.1,oligodendrocyte,Striatum,M,3_8_M,MAA000942
N18.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
N19.B003728.3_56_F.1.1,oligodendrocyte,Striatum,F,3_56_F,B003728
N19.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
N19.MAA000563.3_10_M.1.1,oligodendrocyte,Hippocampus,M,3_10_M,MAA000563
N19.MAA000581.3_10_M.1.1,neuron,Cerebellum,M,3_10_M,MAA000581
N19.MAA000638.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000638
N19.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
N19.MAA000944.3_9_M.1.1,oligodendrocyte,Cortex,M,3_9_M,MAA000944
N19.MAA000947.3_9_M.1.1,oligodendrocyte precursor cell,Hippocampus,M,3_9_M,MAA000947
N19.MAA001854.3_38_F.1.1,oligodendrocyte,Cerebellum,F,3_38_F,MAA001854
N19.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
N2.B003728.3_56_F.1.1,oligodendrocyte,Striatum,F,3_56_F,B003728
N2.MAA000560.3_10_M.1.1,astrocyte,Cortex,M,3_10_M,MAA000560
N2.MAA000564.3_10_M.1.1,endothelial cell,Striatum,M,3_10_M,MAA000564
N2.MAA000641.3_9_M.1.1,oligodendrocyte,Cerebellum,M,3_9_M,MAA000641
N2.MAA000923.3_9_M.1.1,oligodendrocyte,Hippocampus,M,3_9_M,MAA000923
N2.MAA000932.3_11_M.1.1,endothelial cell,Hippocampus,M,3_11_M,MAA000932
N2.MAA001894.3_39_F.1.1,oligodendrocyte,Cortex,F,3_39_F,MAA001894
N20.MAA000561.3_10_M.1.1,neuron,Cortex,M,3_10_M,MAA000561
N20.MAA000578.3_10_M.1.1,oligodendrocyte,Cerebellum,M,3_10_M,MAA000578
N20.MAA000581.3_10_M.1.1,endothelial cell,Cerebellum,M,3_10_M,MAA000581
N20.MAA000925.3_9_M.1.1,astrocyte,Striatum,M,3_9_M,MAA000925
N20.MAA000935.3_8_M.1.1,oligodendrocyte,Hippocampus,M,3_8_M,MAA000935
